"hotel"       , "is_canceled", "lead_time", "arrival_date_year", "arrival_date_month", "arrival_date_week_number", "arrival_date_day_of_month", "stays_in_weekend_nights", "stays_in_week_nights", "adults", "children", "babies", "meal"     , "country", "market_segment", "distribution_channel", "is_repeated_guest", "previous_cancellations", "previous_bookings_not_canceled", "reserved_room_type", "assigned_room_type", "booking_changes", "deposit_type", "agent", "company", "days_in_waiting_list", "customer_type"  , "adr" , "required_car_parking_spaces", "total_of_special_requests", "reservation_status", "reservation_status_date"
"City Hotel"  ,             1,         300,                2017, "August"            ,                         31,                           4,                         1,                      2,        3,          0,        0, "SC"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "83"   , "NULL"   ,                      0, "Transient"      ,  98.28,                             0,                           2, "Canceled"          , "2017-06-14"
"City Hotel"  ,             0,         112,                2016, "June"              ,                         23,                           2,                         0,                      2,        2,          0,        0, "BB"       , "FRA"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "3"    , "NULL"   ,                      0, "Transient-Party", 100   ,                             0,                           0, "Check-Out"         , "2016-06-04"
"Resort Hotel",             0,           5,                2016, "February"          ,                          8,                          17,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   1,                        0,                                1, "A"                 , "D"                 ,                 0, "No Deposit"  , "NULL" , "379"    ,                      0, "Transient"      ,  40   ,                             0,                           0, "Check-Out"         , "2016-02-18"
"City Hotel"  ,             1,         276,                2016, "May"               ,                         20,                          13,                         2,                      3,        2,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "21"   , "NULL"   ,                    160, "Transient"      ,  61   ,                             0,                           0, "Canceled"          , "2016-01-18"
"City Hotel"  ,             0,         116,                2017, "March"             ,                         12,                          24,                         2,                      3,        2,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "16"   , "NULL"   ,                      0, "Transient"      , 100   ,                             0,                           0, "Check-Out"         , "2017-03-29"
"City Hotel"  ,             0,          17,                2015, "October"           ,                         40,                           3,                         2,                      5,        2,          0,        0, "BB"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Contract"       , 119.71,                             0,                           1, "Check-Out"         , "2015-10-10"
"Resort Hotel",             0,         386,                2016, "October"           ,                         43,                          20,                         2,                      3,        3,          0,        0, "BB"       , "GBR"    , "Groups"        , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 2, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient-Party",  81   ,                             0,                           2, "Check-Out"         , "2016-10-25"
"Resort Hotel",             0,         226,                2017, "August"            ,                         32,                          11,                         2,                      4,        2,          2,        0, "Undefined", "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "C"                 , "C"                 ,                 1, "No Deposit"  , "314"  , "NULL"   ,                      0, "Transient"      , 220.98,                             0,                           1, "Check-Out"         , "2017-08-17"
"City Hotel"  ,             1,         188,                2016, "June"              ,                         25,                          15,                         0,                      2,        1,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "119"  , "NULL"   ,                     39, "Transient"      , 130   ,                             0,                           0, "Canceled"          , "2016-01-18"
"Resort Hotel",             0,         109,                2015, "July"              ,                         29,                          13,                         1,                      1,        2,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "C"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  73.8 ,                             0,                           1, "Check-Out"         , "2015-07-15"
"City Hotel"  ,             1,          10,                2017, "April"             ,                         15,                          10,                         1,                      1,        2,          0,        0, "SC"       , "USA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 115   ,                             0,                           1, "Canceled"          , "2017-04-04"
"City Hotel"  ,             1,         286,                2016, "May"               ,                         21,                          17,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                     75, "Transient"      ,  65   ,                             0,                           0, "Canceled"          , "2015-10-19"
"Resort Hotel",             0,          59,                2016, "May"               ,                         20,                           8,                         2,                      4,        2,          0,        0, "BB"       , "IRL"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  80   ,                             0,                           1, "Check-Out"         , "2016-05-14"
"City Hotel"  ,             0,           1,                2015, "August"            ,                         32,                           8,                         0,                      1,        1,          0,        0, "BB"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Contract"       ,  80   ,                             0,                           0, "Check-Out"         , "2015-08-09"
"Resort Hotel",             0,          12,                2017, "February"          ,                          5,                           4,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "D"                 ,                 0, "No Deposit"  , "250"  , "NULL"   ,                      0, "Transient"      ,  45   ,                             0,                           0, "Check-Out"         , "2017-02-05"
"City Hotel"  ,             0,         192,                2016, "June"              ,                         26,                          24,                         0,                      2,        1,          0,        0, "BB"       , "SRB"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "34"   , "NULL"   ,                      0, "Transient-Party",  95   ,                             0,                           0, "Check-Out"         , "2016-06-26"
"City Hotel"  ,             1,         517,                2016, "December"          ,                         50,                           8,                         0,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                      0, "Transient"      ,  62.8 ,                             0,                           0, "Canceled"          , "2015-10-21"
"Resort Hotel",             1,          79,                2015, "August"            ,                         34,                          17,                         2,                      5,        1,          0,        0, "HB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "134"  , "NULL"   ,                      0, "Transient"      , 120   ,                             0,                           0, "Canceled"          , "2015-07-27"
"City Hotel"  ,             0,         271,                2016, "September"         ,                         39,                          21,                         0,                      3,        2,          0,        0, "BB"       , "BEL"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "12"   , "NULL"   ,                      0, "Transient-Party", 101.33,                             0,                           1, "Check-Out"         , "2016-09-24"
"Resort Hotel",             0,          42,                2016, "March"             ,                         13,                          25,                         2,                      4,        2,          2,        0, "BB"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "G"                 , "G"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  98.67,                             0,                           1, "Check-Out"         , "2016-03-31"
"City Hotel"  ,             1,          52,                2016, "October"           ,                         44,                          29,                         1,                      1,        2,          0,        0, "SC"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  99   ,                             0,                           1, "Canceled"          , "2016-10-22"
"City Hotel"  ,             0,         166,                2017, "March"             ,                         10,                          10,                         1,                      2,        2,          0,        0, "BB"       , "ITA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  88.4 ,                             0,                           1, "Check-Out"         , "2017-03-13"
"Resort Hotel",             0,          44,                2017, "August"            ,                         32,                          10,                         2,                      5,        2,          0,        0, "HB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "196"  , "NULL"   ,                      0, "Transient-Party", 262   ,                             0,                           0, "Check-Out"         , "2017-08-17"
"City Hotel"  ,             0,          45,                2016, "August"            ,                         34,                          19,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "E"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 149.4 ,                             0,                           1, "Check-Out"         , "2016-08-20"
"City Hotel"  ,             1,          97,                2016, "March"             ,                         13,                          20,                         2,                      5,        1,          0,        0, "HB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        1,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                      9, "Transient"      ,  79.43,                             0,                           0, "Canceled"          , "2015-12-23"
"Resort Hotel",             0,           0,                2017, "January"           ,                          3,                          15,                         1,                      0,        2,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   1,                        0,                                1, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      ,  41   ,                             0,                           0, "Check-Out"         , "2017-01-16"
"Resort Hotel",             0,         292,                2015, "October"           ,                         43,                          21,                         0,                      2,        2,          0,        0, "HB"       , "FRA"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "C"                 ,                 1, "No Deposit"  , "208"  , "NULL"   ,                      0, "Transient-Party",  70   ,                             0,                           0, "Check-Out"         , "2015-10-23"
"City Hotel"  ,             1,          92,                2015, "July"              ,                         29,                          15,                         0,                      4,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "8"    , "NULL"   ,                      0, "Transient"      ,  89.25,                             0,                           2, "No-Show"           , "2015-07-15"
"Resort Hotel",             1,          57,                2016, "March"             ,                         13,                          24,                         0,                      3,        2,          2,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "G"                 , "G"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 115   ,                             0,                           0, "Canceled"          , "2016-01-29"
"City Hotel"  ,             0,          34,                2016, "May"               ,                         22,                          22,                         2,                      1,        1,          0,        0, "BB"       , "CHE"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "D"                 , "A"                 ,                 0, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      , 118.8 ,                             0,                           0, "Check-Out"         , "2016-05-25"
"Resort Hotel",             0,          63,                2015, "October"           ,                         41,                           9,                         1,                      2,        2,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "241"  , "NULL"   ,                      0, "Transient"      ,  43.12,                             0,                           2, "Check-Out"         , "2015-10-12"
"Resort Hotel",             0,           0,                2016, "March"             ,                         11,                           9,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "E"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      ,  56   ,                             1,                           0, "Check-Out"         , "2016-03-10"
"Resort Hotel",             0,           4,                2017, "February"          ,                          8,                          22,                         0,                      1,        2,          0,        0, "HB"       , "GBR"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "171"  , "NULL"   ,                      0, "Transient"      ,  68   ,                             0,                           0, "Check-Out"         , "2017-02-23"
"City Hotel"  ,             0,          44,                2017, "April"             ,                         14,                           7,                         2,                      3,        2,          0,        0, "SC"       , "DEU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 110.4 ,                             0,                           1, "Check-Out"         , "2017-04-12"
"City Hotel"  ,             1,         178,                2017, "May"               ,                         20,                          20,                         2,                      2,        1,          0,        0, "BB"       , "KOR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 139.28,                             0,                           0, "Canceled"          , "2017-04-13"
"City Hotel"  ,             0,         255,                2016, "December"          ,                         53,                          27,                         0,                      3,        0,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "K"                 ,                 3, "No Deposit"  , "79"   , "NULL"   ,                      0, "Transient"      ,  20.88,                             0,                           0, "Check-Out"         , "2016-12-30"
"City Hotel"  ,             0,          47,                2016, "October"           ,                         42,                          11,                         0,                      3,        2,          0,        0, "SC"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 108   ,                             0,                           0, "Check-Out"         , "2016-10-14"
"Resort Hotel",             0,           8,                2017, "August"            ,                         32,                           6,                         2,                      1,        2,          2,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "G"                 , "G"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 324   ,                             0,                           1, "Check-Out"         , "2017-08-09"
"City Hotel"  ,             1,          67,                2015, "October"           ,                         43,                          21,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      ,  89.25,                             0,                           0, "Canceled"          , "2015-09-24"
"Resort Hotel",             0,          18,                2016, "November"          ,                         48,                          20,                         2,                      4,        2,          0,        0, "HB"       , "DEU"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "177"  , "NULL"   ,                      0, "Transient"      ,  68.4 ,                             0,                           0, "Check-Out"         , "2016-11-26"
"Resort Hotel",             0,         194,                2016, "October"           ,                         43,                          22,                         2,                      5,        2,          0,        0, "HB"       , "GBR"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 1, "No Deposit"  , "430"  , "NULL"   ,                      0, "Transient"      ,  82.28,                             0,                           0, "Check-Out"         , "2016-10-29"
"City Hotel"  ,             1,          66,                2017, "April"             ,                         15,                           9,                         2,                      0,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "NULL" , "NULL"   ,                      0, "Transient"      , 100   ,                             0,                           0, "Canceled"          , "2017-02-02"
"City Hotel"  ,             0,         117,                2016, "June"              ,                         27,                          28,                         0,                      4,        2,          0,        0, "SC"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "B"                 , "B"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient-Party",  97.75,                             0,                           1, "Check-Out"         , "2016-07-02"
"City Hotel"  ,             1,         302,                2016, "September"         ,                         38,                          16,                         1,                      2,        2,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "12"   , "NULL"   ,                     70, "Transient"      , 100   ,                             0,                           0, "Canceled"          , "2016-01-28"
"City Hotel"  ,             1,         179,                2016, "September"         ,                         40,                          30,                         2,                      2,        2,          0,        0, "BB"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 113.4 ,                             0,                           0, "Canceled"          , "2016-08-06"
"City Hotel"  ,             1,         315,                2016, "September"         ,                         40,                          30,                         1,                      2,        2,          0,        0, "HB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "31"   , "NULL"   ,                     69, "Transient"      , 160   ,                             0,                           0, "Canceled"          , "2016-01-28"
"City Hotel"  ,             0,          15,                2017, "July"              ,                         28,                          12,                         0,                      1,        2,          2,        0, "BB"       , "DEU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "G"                 , "G"                 ,                 1, "No Deposit"  , "7"    , "NULL"   ,                      0, "Transient"      , 243.96,                             1,                           1, "Check-Out"         , "2017-07-13"
"Resort Hotel",             0,          54,                2017, "January"           ,                          5,                          30,                         2,                      5,        2,          0,        0, "HB"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "175"  , "NULL"   ,                      0, "Transient"      ,  57.6 ,                             0,                           0, "Check-Out"         , "2017-02-06"
"City Hotel"  ,             0,           7,                2015, "October"           ,                         43,                          22,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "40"     ,                      0, "Transient"      ,  65   ,                             0,                           0, "Check-Out"         , "2015-10-23"
"Resort Hotel",             0,           0,                2016, "February"          ,                          6,                           5,                         0,                      2,        2,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "D"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      ,  49.5 ,                             0,                           0, "Check-Out"         , "2016-02-07"
"City Hotel"  ,             0,         158,                2016, "March"             ,                         13,                          25,                         1,                      2,        2,          0,        0, "BB"       , "GBR"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "G"                 ,                 0, "No Deposit"  , "22"   , "NULL"   ,                      0, "Transient"      ,  70   ,                             0,                           0, "Check-Out"         , "2016-03-28"
"City Hotel"  ,             0,         309,                2016, "May"               ,                         20,                          13,                         1,                      2,        2,          0,        0, "BB"       , "FRA"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "3"    , "NULL"   ,                    215, "Transient-Party",  65   ,                             0,                           0, "Check-Out"         , "2016-05-16"
"Resort Hotel",             0,          31,                2016, "December"          ,                         53,                          30,                         0,                      2,        2,          0,        0, "HB"       , "PRT"    , "Groups"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient-Party", 305   ,                             0,                           1, "Check-Out"         , "2017-01-01"
"City Hotel"  ,             1,          63,                2016, "May"               ,                         20,                          10,                         0,                      3,        2,          0,        0, "BB"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 140.4 ,                             0,                           0, "Canceled"          , "2016-04-08"
"Resort Hotel",             0,          81,                2015, "August"            ,                         33,                           9,                         2,                      5,        2,          0,        0, "HB"       , "GBR"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "243"  , "NULL"   ,                      0, "Transient"      , 130   ,                             0,                           0, "Check-Out"         , "2015-08-16"
"City Hotel"  ,             0,          70,                2015, "November"          ,                         48,                          26,                         0,                      3,        1,          0,        0, "BB"       , "USA"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "27"   , "NULL"   ,                      0, "Transient"      ,  46.33,                             0,                           0, "Check-Out"         , "2015-11-29"
"City Hotel"  ,             0,         103,                2016, "March"             ,                         10,                           3,                         0,                      3,        2,          0,        0, "BB"       , "ESP"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "42"   , "NULL"   ,                      0, "Transient-Party",  61.5 ,                             0,                           1, "Check-Out"         , "2016-03-06"
"City Hotel"  ,             1,         173,                2017, "June"              ,                         24,                          12,                         1,                      1,        2,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "20"   , "NULL"   ,                     34, "Transient"      , 110   ,                             0,                           0, "Canceled"          , "2017-01-24"
"Resort Hotel",             0,          48,                2017, "June"              ,                         26,                          26,                         3,                      7,        2,          0,        0, "HB"       , "GBR"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "531"  , "NULL"   ,                      0, "Transient"      , 145.75,                             0,                           2, "Check-Out"         , "2017-07-06"
"City Hotel"  ,             0,          61,                2016, "April"             ,                         17,                          17,                         2,                      2,        2,          0,        0, "BB"       , "NLD"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      , 126.23,                             0,                           0, "Check-Out"         , "2016-04-21"
"City Hotel"  ,             0,           8,                2017, "May"               ,                         18,                           1,                         1,                      1,        2,          0,        0, "BB"       , "ESP"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      , 128   ,                             0,                           2, "Check-Out"         , "2017-05-03"
"City Hotel"  ,             1,          41,                2016, "September"         ,                         38,                          14,                         0,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "86"   , "NULL"   ,                      0, "Transient-Party", 130   ,                             0,                           0, "Canceled"          , "2016-08-10"
"Resort Hotel",             0,         184,                2016, "September"         ,                         36,                           3,                         4,                      6,        2,          0,        0, "BB"       , "NULL"   , "Direct"        , "Direct"              ,                   0,                        0,                                0, "F"                 , "F"                 ,                 1, "No Deposit"  , "250"  , "NULL"   ,                      0, "Transient"      , 166   ,                             1,                           1, "Check-Out"         , "2016-09-13"
"City Hotel"  ,             1,         454,                2016, "October"           ,                         41,                           6,                         0,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                      0, "Transient"      ,  62   ,                             0,                           0, "Canceled"          , "2015-10-21"
"City Hotel"  ,             0,          79,                2017, "April"             ,                         15,                          11,                         0,                      3,        1,          0,        0, "BB"       , "FIN"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "7"    , "NULL"   ,                      0, "Transient"      ,  85.47,                             0,                           1, "Check-Out"         , "2017-04-14"
"City Hotel"  ,             1,          81,                2016, "June"              ,                         26,                          23,                         0,                      1,        1,          0,        0, "BB"       , "ISR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  90.9 ,                             0,                           0, "Canceled"          , "2016-04-04"
"Resort Hotel",             0,         236,                2016, "May"               ,                         20,                          12,                         0,                      3,        1,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "D"                 ,                 0, "No Deposit"  , "315"  , "NULL"   ,                      0, "Transient-Party",  48   ,                             0,                           0, "Check-Out"         , "2016-05-15"
"Resort Hotel",             1,         124,                2016, "October"           ,                         43,                          22,                         2,                      3,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "Corporate"           ,                   0,                        0,                                0, "D"                 , "D"                 ,                 1, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient-Party",  65   ,                             0,                           0, "Canceled"          , "2016-09-23"
"City Hotel"  ,             0,          76,                2016, "April"             ,                         18,                          30,                         2,                      2,        2,          0,        0, "BB"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 132.6 ,                             0,                           0, "Check-Out"         , "2016-05-04"
"City Hotel"  ,             1,         164,                2015, "August"            ,                         33,                          14,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        1,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                      0, "Transient"      ,  60   ,                             0,                           0, "Canceled"          , "2015-05-19"
"City Hotel"  ,             1,         130,                2016, "April"             ,                         16,                          13,                         0,                      4,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        1,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "29"   , "NULL"   ,                     10, "Transient"      , 100   ,                             0,                           0, "Canceled"          , "2015-12-15"
"City Hotel"  ,             1,         116,                2016, "May"               ,                         21,                          19,                         1,                      3,        2,          0,        0, "BB"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 136   ,                             0,                           1, "Canceled"          , "2016-04-19"
"Resort Hotel",             0,         166,                2016, "June"              ,                         27,                          27,                         3,                      7,        2,          0,        0, "BB"       , "GBR"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "6"    , "NULL"   ,                      0, "Transient"      ,  90.2 ,                             0,                           1, "Check-Out"         , "2016-07-07"
