hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,1,2015,August,35,29,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,NULL,NULL,0,Transient-Party,142.5,0,1,Check-Out,2015-09-02
Resort Hotel,0,4,2015,August,35,29,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,67,NULL,0,Transient,77.5,1,0,Check-Out,2015-09-02
Resort Hotel,1,32,2015,August,35,29,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135.2,0,2,Canceled,2015-08-06
Resort Hotel,1,24,2015,August,35,29,2,3,2,0,0,HB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,149,0,0,Canceled,2015-08-06
Resort Hotel,0,11,2015,August,35,29,2,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,140.4,1,2,Check-Out,2015-09-03
Resort Hotel,0,136,2015,August,35,29,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,112,0,2,Check-Out,2015-09-03
Resort Hotel,0,2,2015,August,35,29,2,4,3,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,5,No Deposit,NULL,NULL,0,Transient,173.25,0,0,Check-Out,2015-09-04
Resort Hotel,1,54,2015,August,35,29,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,121.5,0,0,Canceled,2015-08-03
Resort Hotel,1,87,2015,August,35,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,122.86,0,0,Canceled,2015-07-31
Resort Hotel,1,98,2015,August,35,29,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,15,NULL,0,Transient,130.9,0,0,Canceled,2015-05-27
Resort Hotel,0,9,2015,August,35,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,146,1,2,Check-Out,2015-09-05
Resort Hotel,0,2,2015,August,36,30,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,154,1,0,Check-Out,2015-08-31
Resort Hotel,0,11,2015,August,36,30,2,0,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,103.5,1,4,Check-Out,2015-09-01
Resort Hotel,0,11,2015,August,36,30,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,103.5,1,3,Check-Out,2015-09-01
Resort Hotel,1,69,2015,August,36,30,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,129.33,0,1,Canceled,2015-08-24
Resort Hotel,0,37,2015,August,36,30,2,1,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,115.2,1,0,Check-Out,2015-09-02
Resort Hotel,0,103,2015,August,36,30,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient,71.72,0,0,Check-Out,2015-09-02
Resort Hotel,0,5,2015,August,36,30,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Contract,106.8,0,0,Check-Out,2015-09-03
Resort Hotel,0,34,2015,August,36,30,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,71.69,0,1,Check-Out,2015-09-03
Resort Hotel,0,44,2015,August,36,30,2,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,E,F,0,No Deposit,250,NULL,0,Transient,136.2,0,2,Check-Out,2015-09-04
Resort Hotel,0,83,2015,August,36,30,2,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,112.33,1,1,Check-Out,2015-09-05
Resort Hotel,0,83,2015,August,36,30,2,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,112.33,0,1,Check-Out,2015-09-05
Resort Hotel,1,72,2015,August,36,30,2,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,157.67,0,0,Canceled,2015-06-20
Resort Hotel,1,143,2015,August,36,30,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,165,0,2,Canceled,2015-06-16
Resort Hotel,1,47,2015,August,36,30,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,113.43,0,0,Canceled,2015-07-20
Resort Hotel,1,104,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,161.29,0,1,Canceled,2015-08-06
Resort Hotel,0,25,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,167.86,1,0,Check-Out,2015-09-06
Resort Hotel,0,82,2015,August,36,30,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,103.07,0,1,Check-Out,2015-09-06
Resort Hotel,1,104,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,161.29,0,0,Canceled,2015-05-18
Resort Hotel,1,346,2015,August,36,30,4,8,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,96.3,0,0,Canceled,2015-08-14
Resort Hotel,0,0,2015,August,36,31,1,0,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,92.86,0,1,Check-Out,2015-09-01
Resort Hotel,0,35,2015,August,36,31,1,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,128,1,1,Check-Out,2015-09-02
Resort Hotel,0,34,2015,August,36,31,1,1,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,115.2,0,1,Check-Out,2015-09-02
Resort Hotel,0,83,2015,August,36,31,1,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.55,0,0,Check-Out,2015-09-02
Resort Hotel,0,41,2015,August,36,31,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,120.33,0,1,Check-Out,2015-09-03
Resort Hotel,0,26,2015,August,36,31,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,126.67,0,2,Check-Out,2015-09-03
Resort Hotel,1,143,2015,August,36,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,130.33,0,3,Canceled,2015-04-20
Resort Hotel,0,26,2015,August,36,31,1,2,2,0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,75.46,0,1,Check-Out,2015-09-03
Resort Hotel,1,0,2015,August,36,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,96.33,0,1,No-Show,2015-08-31
Resort Hotel,1,42,2015,August,36,31,1,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,117.83,0,2,Canceled,2015-07-25
Resort Hotel,0,6,2015,August,36,31,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,120.33,0,1,Check-Out,2015-09-03
Resort Hotel,0,28,2015,August,36,31,1,2,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,0,2,Check-Out,2015-09-03
Resort Hotel,0,26,2015,August,36,31,1,3,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,3,No Deposit,250,NULL,0,Transient,155.5,0,0,Check-Out,2015-09-04
Resort Hotel,0,10,2015,August,36,31,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,NULL,0,Contract,122.6,0,0,Check-Out,2015-09-04
Resort Hotel,0,59,2015,August,36,31,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,NULL,0,Transient,105.5,0,2,Check-Out,2015-09-04
Resort Hotel,1,159,2015,August,36,31,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,101.44,0,0,Canceled,2015-06-17
Resort Hotel,1,124,2015,August,36,31,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,160,0,0,Canceled,2015-04-29
Resort Hotel,1,60,2015,August,36,31,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.5,0,1,Canceled,2015-07-03
Resort Hotel,0,26,2015,August,36,31,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,126.29,0,2,Check-Out,2015-09-07
Resort Hotel,0,160,2015,August,36,31,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,NULL,0,Transient,87.75,0,0,Check-Out,2015-09-10
Resort Hotel,0,68,2015,August,36,31,3,8,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113.55,0,3,Check-Out,2015-09-11
Resort Hotel,1,38,2015,September,36,1,0,2,2,1,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,123,0,0,Canceled,2015-08-06
Resort Hotel,1,47,2015,September,36,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,0,1,Canceled,2015-07-22
Resort Hotel,0,48,2015,September,36,1,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,151,0,0,Check-Out,2015-09-04
Resort Hotel,0,48,2015,September,36,1,0,3,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250,NULL,0,Transient,134.67,0,1,Check-Out,2015-09-04
Resort Hotel,0,27,2015,September,36,1,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,153,0,2,Check-Out,2015-09-04
Resort Hotel,1,71,2015,September,36,1,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,137.67,0,1,Canceled,2015-07-06
Resort Hotel,1,85,2015,September,36,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,111,0,0,Canceled,2015-07-31
Resort Hotel,1,132,2015,September,36,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,1,Canceled,2015-06-08
Resort Hotel,0,50,2015,September,36,1,0,4,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,119,0,0,Check-Out,2015-09-05
Resort Hotel,0,122,2015,September,36,1,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,155,0,2,Check-Out,2015-09-05
Resort Hotel,0,64,2015,September,36,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,109,0,2,Check-Out,2015-09-05
Resort Hotel,0,48,2015,September,36,1,0,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,A,B,2,No Deposit,250,NULL,0,Transient,158,0,0,Check-Out,2015-09-05
Resort Hotel,0,0,2015,September,36,1,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,128,0,0,Check-Out,2015-09-06
Resort Hotel,1,14,2015,September,36,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113,0,0,Canceled,2015-08-21
Resort Hotel,0,5,2015,September,36,1,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,250,NULL,0,Transient,113,0,0,Check-Out,2015-09-03
Resort Hotel,1,161,2015,September,36,1,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,93.12,0,2,Canceled,2015-07-01
Resort Hotel,0,62,2015,September,36,1,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,128,0,0,Check-Out,2015-09-06
Resort Hotel,1,161,2015,September,36,1,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,93.12,0,2,Canceled,2015-07-01
Resort Hotel,0,333,2015,September,36,1,1,5,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110.7,0,0,Check-Out,2015-09-07
Resort Hotel,0,27,2015,September,36,1,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,NULL,0,Contract,101.03,0,0,Check-Out,2015-09-08
Resort Hotel,1,73,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,120.71,0,1,Canceled,2015-08-17
Resort Hotel,0,123,2015,September,36,1,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,NULL,0,Transient,82.72,0,1,Check-Out,2015-09-08
Resort Hotel,1,27,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,131,0,2,Canceled,2015-08-10
Resort Hotel,1,97,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,120.71,0,0,Canceled,2015-06-06
Resort Hotel,0,73,2015,September,36,1,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,110.71,0,0,Check-Out,2015-09-08
Resort Hotel,1,97,2015,September,36,1,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,136,0,0,Canceled,2015-07-25
Resort Hotel,0,27,2015,September,36,1,2,6,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,NULL,0,Transient-Party,186,0,1,Check-Out,2015-09-09
Resort Hotel,0,27,2015,September,36,1,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient-Party,114.19,0,1,Check-Out,2015-09-09
Resort Hotel,1,27,2015,September,36,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,186,0,2,Canceled,2015-08-18
Resort Hotel,0,140,2015,September,36,1,2,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,86.95,1,0,Check-Out,2015-09-11
Resort Hotel,0,62,2015,September,36,1,2,10,2,0,0,BB,UKR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113,0,2,Check-Out,2015-09-13
Resort Hotel,0,381,2015,September,36,1,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,82.88,0,0,Check-Out,2015-09-15
Resort Hotel,0,0,2015,September,36,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,88,NULL,0,Transient,134,0,0,Check-Out,2015-09-03
Resort Hotel,1,149,2015,September,36,2,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,155,0,3,Canceled,2015-04-20
Resort Hotel,1,1,2015,September,36,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,NULL,0,Transient,146,0,0,Canceled,2015-09-01
Resort Hotel,1,149,2015,September,36,2,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,155,0,3,Canceled,2015-04-20
Resort Hotel,0,4,2015,September,36,2,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,154.25,0,0,Check-Out,2015-09-06
Resort Hotel,0,104,2015,September,36,2,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,NULL,0,Transient,71.69,0,0,Check-Out,2015-09-07
Resort Hotel,0,104,2015,September,36,2,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,NULL,0,Transient,71.69,0,0,Check-Out,2015-09-07
Resort Hotel,0,68,2015,September,36,2,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250,NULL,0,Transient,150.71,1,0,Check-Out,2015-09-09
Resort Hotel,1,4,2015,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,No Deposit,96,NULL,0,Transient-Party,57,0,0,Canceled,2015-09-01
Resort Hotel,1,71,2015,September,36,2,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,153,0,0,Canceled,2015-06-26
Resort Hotel,1,149,2015,September,36,2,2,6,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,153,0,0,Canceled,2015-04-10
Resort Hotel,0,1,2015,September,36,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,131.4,0,0,Check-Out,2015-09-05
Resort Hotel,0,55,2015,September,36,3,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,5,NULL,0,Transient,90.4,1,0,Check-Out,2015-09-06
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,SMR,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06
Resort Hotel,0,57,2015,September,36,3,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,171,NULL,0,Transient,65.5,1,0,Check-Out,2015-09-04
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06
Resort Hotel,0,29,2015,September,36,3,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,F,2,No Deposit,250,NULL,0,Transient,211,0,2,Check-Out,2015-09-06
Resort Hotel,0,154,2015,September,36,3,0,3,1,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,1,No Deposit,NULL,268,0,Transient-Party,80,0,0,Check-Out,2015-09-06
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient,88.2,0,0,Check-Out,2015-09-06
Resort Hotel,0,6,2015,September,36,3,0,3,2,0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,268,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06
Resort Hotel,1,304,2015,September,36,3,0,3,40,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Group,0,0,0,Canceled,2015-01-02
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,8,NULL,0,Contract,109.5,0,1,Check-Out,2015-09-07
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,144.9,0,2,Check-Out,2015-09-07
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,8,NULL,0,Contract,79.5,0,0,Check-Out,2015-09-07
Resort Hotel,0,29,2015,September,36,3,1,3,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,8,NULL,0,Contract,124.5,1,2,Check-Out,2015-09-07
Resort Hotel,0,297,2015,September,36,3,1,3,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,123,0,2,Check-Out,2015-09-07
Resort Hotel,1,297,2015,September,36,3,1,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,0,0,0,Canceled,2014-11-18
Resort Hotel,0,52,2015,September,36,3,2,7,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,113,1,2,Check-Out,2015-09-12
Resort Hotel,0,92,2015,September,36,3,2,7,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,1,0,Check-Out,2015-09-12
Resort Hotel,0,52,2015,September,36,3,2,7,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient-Party,166,0,3,Check-Out,2015-09-12
Resort Hotel,0,56,2015,September,36,3,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,79.5,0,1,Check-Out,2015-09-13
Resort Hotel,0,65,2015,September,36,3,2,8,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Transient,79.5,0,0,Check-Out,2015-09-13
Resort Hotel,0,50,2015,September,36,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,79.5,0,1,Check-Out,2015-09-10
Resort Hotel,0,163,2015,September,36,3,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,91.46,0,1,Check-Out,2015-09-10
Resort Hotel,1,48,2015,September,36,3,2,8,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,I,0,No Deposit,250,NULL,0,Transient,153,0,0,No-Show,2015-09-03
Resort Hotel,0,327,2015,September,36,3,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,62.48,0,1,Check-Out,2015-09-17
Resort Hotel,0,0,2015,September,36,4,0,1,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,D,F,1,No Deposit,NULL,110,0,Transient,124.1,1,0,Check-Out,2015-09-05
Resort Hotel,1,1,2015,September,36,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,117.9,0,0,Canceled,2015-09-04
Resort Hotel,0,1,2015,September,36,4,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,240,NULL,0,Transient,143,1,2,Check-Out,2015-09-05
Resort Hotel,0,0,2015,September,36,4,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250,NULL,0,Transient,131,0,0,Check-Out,2015-09-05
Resort Hotel,0,14,2015,September,36,4,0,2,3,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,Refundable,96,NULL,0,Transient-Party,128,1,0,Check-Out,2015-09-06
Resort Hotel,0,88,2015,September,36,4,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,167,1,0,Check-Out,2015-09-06
Resort Hotel,1,105,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,153,0,0,Canceled,2015-06-04
Resort Hotel,0,0,2015,September,36,4,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,172,0,1,Check-Out,2015-09-06
Resort Hotel,1,77,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,0,Canceled,2015-06-29
Resort Hotel,0,15,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,146,0,1,Check-Out,2015-09-06
Resort Hotel,1,29,2015,September,36,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Contract,79.5,0,0,Canceled,2015-08-06
Resort Hotel,0,28,2015,September,36,4,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Contract,116.8,0,0,Check-Out,2015-09-07
Resort Hotel,1,23,2015,September,36,4,1,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,155,0,0,Canceled,2015-08-14
Resort Hotel,0,28,2015,September,36,4,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,8,NULL,0,Contract,79.5,1,0,Check-Out,2015-09-07
Resort Hotel,0,3,2015,September,36,4,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,1,2,Check-Out,2015-09-07
Resort Hotel,1,28,2015,September,36,4,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Contract,116.8,0,0,Canceled,2015-08-07
Resort Hotel,0,0,2015,September,36,4,2,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,2,No Deposit,NULL,NULL,0,Transient,176,0,0,Check-Out,2015-09-08
